timestampSinceStart (ms),cpu (%), mem (%) 
1066949,0,50
1069299,0,50
1071652,0,50
1074002,0,50
1076353,0,50
1078704,0,50
1081054,25,50
1083404,16,50
1085754,0,50
1088104,25,50
1090454,0,50
1092806,25,50
1095157,0,50
1097507,0,50
1099859,25,50
1102211,0,50
1104562,25,50
1106914,25,50
1109264,0,50
1111614,0,50
1113965,0,50
1116316,0,50
1118668,0,50
1121020,0,50
1123372,0,50
1125722,25,50
1128072,0,50
1130424,0,50
1132775,0,50
1135126,25,50
1137477,0,50
1139828,0,50
1142178,25,50
1144530,25,50
1146883,0,50
1149234,0,50
1151585,25,50
1153935,0,50
1156287,25,50
1158636,0,50
1160988,0,50
1163339,0,50
1165690,50,50
1168041,25,50
1170391,0,50
1172744,0,50
1175095,0,50
1177446,0,50
1179796,0,50
1182147,25,50
1184498,0,50
1186848,0,50
1189200,0,50
1191550,0,50
1193901,0,50
1196252,0,50
1198605,0,50
1200956,0,50
1203308,0,50
1205659,0,50
1208010,25,50
1210361,0,50
1212711,0,50
1215062,0,50
1217421,0,50
1219773,0,50
1222124,0,50
1224475,0,50
1226828,0,50
1229178,25,50
1231530,25,50
1233880,0,50
1236230,25,50
1238580,0,50
1240932,0,50
1243284,0,50
1245635,0,50
1247986,25,50
1250337,0,50
1252688,0,50
1255040,0,50
1257390,0,50
1259741,0,50
1262092,0,50
1264444,0,50
1266795,25,50
1269146,25,50
1271496,0,50
1273847,0,50
1276198,25,50
1278548,0,50
1280900,0,50
1283251,0,50
1285603,0,50
1287953,0,50
1290305,0,50
1292656,0,50
1295007,25,50
1297356,0,50
1299707,0,50
1302059,0,50
1304410,0,50
1306759,25,50
1309110,0,50
1311461,0,50
1313813,0,50
1316164,0,50
1318516,0,50
1320868,0,50
1323219,0,50
1325571,25,50
1327922,25,50
1330275,25,50
1332626,25,50
1334978,25,50
1337329,50,50
1339681,0,50
1342031,0,50
1344383,50,50
1346734,25,50
1349086,0,50
1351437,0,50
1353787,0,50
1356148,0,50
1358499,0,50
1360855,25,50
1363205,0,50
1365555,0,50
1367904,0,50
1370255,0,50
1372606,25,50
1374956,0,50
1377307,25,50
1379657,25,50
1382008,0,50
1384359,25,50
1386711,25,50
1389061,50,50
1391412,0,50
1393762,0,50
1396113,0,50
1398464,0,50
1400816,0,50
1403167,0,50
1405519,0,50
1407870,0,50
1410221,25,50
1412571,0,50
1414924,0,50
1417275,0,50
1419626,0,50
1421978,0,50
1424330,25,50
1426682,50,50
1429033,0,50
1431384,0,50
1433734,25,50
1436084,0,50
1438435,0,50
1440785,25,50
1443136,25,50
1445487,0,50
1447838,0,50
1450189,50,50
1452540,0,50
1454891,25,50
1457242,50,50
1459593,25,50
1461943,0,50
1464294,0,50
1466646,25,50
1468998,25,50
1471349,25,50
1473699,0,50
1476049,25,50
1478399,0,50
1480749,0,50
1483099,0,50
1485450,25,50
1487800,0,50
1490150,25,50
1492499,25,50
1494850,0,50
1497201,0,50
1499551,0,50
1501903,25,50
1504254,25,50
1506605,0,50
1508955,0,50
1511307,0,50
1513658,0,50
1516007,0,50
1518357,25,50
1520709,0,50
1523060,0,50
1525411,0,50
1527762,25,50
1530113,0,50
1532464,0,50
1534814,0,50
1537164,0,50
1539514,25,50
1541867,25,50
1544217,0,50
1546568,0,50
1548918,0,50
1551269,50,50
1553621,0,50
1555971,0,50
1558321,25,50
1560672,0,50
1563023,0,50
1565375,25,50
1567724,0,50
1570074,0,50
1572425,0,50
1574776,0,50
1577127,0,50
1579479,0,50
1581830,0,50
1584180,0,50
1586530,0,50
1588881,0,50
1591233,0,50
1593584,0,50
1595937,0,50
1598288,0,50
1600639,0,50
1602998,0,50
1605348,0,50
1607698,25,50
1610048,0,50
1612400,0,50
1614751,0,50
1617102,0,50
1619454,25,50
1621806,50,50
1624158,50,50
1626510,25,50
1628861,0,50
1631211,0,50
1633561,50,50
1635911,0,50
1638261,0,50
1640612,0,50
1642963,0,50
1645316,25,50
1647667,0,50
1650017,0,50
1652368,0,50
1654719,0,50
1657068,0,50
1659418,0,50
1661769,0,50
1664120,0,50
1666470,25,50
1668819,0,50
1671171,25,50
1673522,25,50
1675873,25,50
1678222,0,50
1680572,0,50
1682922,0,50
1685273,25,50
1687624,0,50
1689974,25,50
1692325,25,50
1694676,0,50
1697028,0,50
1699379,0,50
1701731,25,50
1704083,25,50
1706433,0,50
1708783,0,50
1711134,0,50
1713486,25,50
1715838,25,50
1718189,0,50
1720539,0,50
1722892,25,50
1725242,25,50
1727592,0,50
1729942,25,50
1732292,0,50
1734643,25,50
1736993,25,50
1739344,0,50
1741695,0,50
1744046,25,50
1746397,0,50
1748748,0,50
1751098,0,50
1753449,0,50
1755800,0,50
1758152,0,50
1760503,25,50
1762853,25,50
1765203,0,50
1767553,25,50
1769905,0,50
1772255,0,50
1774607,25,50
1776957,25,50
1779308,0,50
1781658,25,50
1784009,0,50
1786358,0,50
1788708,25,50
1791058,25,50
1793410,0,50
1795762,25,50
1798114,0,50
1800464,0,50
1802814,0,50
1805163,0,50
1807514,25,50
1809865,25,50
1812216,0,50
1814567,0,50
1816916,25,50
1819266,0,50
1821617,25,50
1823968,0,50
1826320,0,50
1828671,0,50
1831022,25,50
1833373,0,50
1835723,0,50
1838074,25,50
1840425,25,50
1842775,0,50
1845126,25,50
1847477,25,50
1849828,0,50
1852178,25,50
1854529,0,50
1856881,0,50
1859232,0,50
1861582,0,50
1863932,25,50
1866282,25,50
1868634,33,50
1870985,25,50
1873336,0,50
1875686,0,50
1878036,0,50
1880388,0,50
1882740,0,50
1885091,0,50
1887442,50,50
1889792,0,50
1892144,0,50
1894495,0,50
1896863,25,52
1899213,0,51
1901563,0,51
1903914,25,51
1906265,25,51
1908616,0,51
1910967,25,51
1913319,0,51
1915670,25,51
1918021,0,51
1920371,0,51
1922723,25,51
1925074,0,51
1927424,25,51
1929775,0,51
1932126,25,51
1934477,0,51
1936828,0,51
1939180,0,51
1941531,0,51
1943881,50,51
1946232,0,51
1948583,0,51
1950934,50,51
1953285,0,51
1955635,0,51
1957986,0,51
1960337,0,51
1962687,0,51
1965038,25,51
1967388,0,51
1969739,0,51
1972089,0,51
1974438,0,51
1976790,25,51
1979140,0,51
1981491,0,51
1983842,0,51
1986193,0,51
1988544,0,51
1990894,25,51
1993245,0,51
1995595,0,51
1997946,0,51
2000298,33,51
2002649,0,51
2005000,0,51
2007351,0,51
2009702,25,51
2012053,25,51
2014403,0,51
2016754,0,51
2019106,25,51
2021458,0,51
2023810,0,51
2026161,0,51
2028510,0,51
2030860,0,51
2033210,0,51
2035560,25,51
2037909,0,51
2040261,0,51
2042612,0,51
2044965,0,51
2047316,0,51
2049667,0,51
2052017,0,51
2054367,0,51
2056717,0,51
2059066,25,51
2061418,50,51
2063768,0,51
2066120,0,51
2068470,25,51
2070821,50,51
2073172,0,51
2075522,0,51
2077873,25,51
2080223,0,51
2082574,25,51
2084925,0,51
2087275,0,51
2089626,25,51
2091977,25,51
2094326,25,51
2096676,25,51
2099025,0,51
2101375,0,51
2103726,25,51
2106077,0,51
2108428,0,51
2110778,0,51
2113128,0,51
2115478,0,51
