timestampSinceStart (ms),cpu (%), mem (%) 
601443,0,48
603794,0,48
606145,0,48
608496,0,48
610849,0,48
613201,0,48
615552,0,48
617903,0,48
620254,50,48
622606,50,48
624957,25,48
627309,0,48
629659,0,48
632010,50,48
634360,0,48
636712,0,48
639066,0,48
641417,0,48
643768,0,48
646118,25,48
648470,0,48
650822,25,48
653172,25,48
655523,0,48
657875,50,48
660226,0,48
662577,25,48
664927,0,48
667280,25,48
669630,0,48
671982,25,48
674333,25,48
676683,0,48
679033,0,48
681384,0,48
683735,0,48
686085,25,48
688436,0,48
690787,25,48
693137,25,48
695491,0,48
697843,0,48
700194,25,48
702545,25,48
704896,0,48
707247,0,48
709598,0,48
711950,50,48
714301,0,48
716653,0,48
719005,0,48
721357,0,48
723708,0,48
726059,0,48
728410,0,48
730764,0,48
733115,0,48
735466,25,48
737817,0,48
740167,0,48
742519,0,48
744870,25,48
747220,0,48
749571,0,48
751923,25,48
754274,50,48
756627,0,48
758979,0,48
761330,25,48
763681,25,48
766032,0,48
768383,0,48
770733,25,48
773084,0,48
775436,0,48
777787,0,48
780138,33,48
782489,50,48
784839,0,48
787190,0,48
789541,0,48
791891,0,48
794242,0,48
796594,0,48
798945,25,48
801295,0,48
803647,25,48
805998,0,48
808349,0,48
810700,0,48
813051,0,48
815404,25,48
817756,0,48
820107,0,48
822457,0,48
824809,25,48
827161,0,48
829511,0,48
831862,50,48
834213,0,48
836565,0,48
838915,0,48
841266,50,48
843618,0,48
845970,50,48
848320,0,48
850672,0,48
853023,25,48
855374,50,48
857724,0,48
860075,25,48
862427,25,48
864777,0,48
867127,0,48
869480,25,48
871831,0,48
874183,0,48
876534,0,48
878886,50,48
881236,0,48
883587,0,48
885939,0,48
888289,25,48
890640,0,48
892991,0,48
895342,25,48
897693,25,48
900045,0,48
902396,0,48
904745,25,48
907096,0,48
909448,0,48
911799,25,48
914152,0,48
916504,0,48
918855,0,48
921205,50,48
923557,0,48
925908,0,48
928259,0,48
930612,0,48
932963,0,48
935317,25,48
937668,0,48
940019,25,48
942371,50,48
944721,25,48
947073,25,48
949424,0,48
951775,25,48
954127,25,48
956480,0,48
958830,25,48
961182,25,48
963533,0,48
965884,0,48
968234,0,48
970585,0,48
972936,0,48
975286,25,48
977637,0,48
979989,0,48
982340,0,48
984691,0,48
987043,25,48
989394,0,48
991744,0,48
994095,0,48
996446,0,48
998798,25,48
1001150,50,48
1003501,25,48
1005852,0,48
1008203,25,48
1010554,0,48
1012904,0,48
1015255,0,48
1017606,25,48
1019959,0,48
1022311,25,48
1024662,0,48
1027013,0,48
1029363,0,48
1031714,25,48
1034065,50,48
1036416,0,48
1038767,0,48
1041118,25,48
